date,sleep_hours,stress_level,academic_pressure,social_interaction_hours,screen_time_hours,mood_score,physical_activity_minutes,sleep_hours_normalized,stress_level_normalized,academic_pressure_normalized,social_interaction_hours_normalized,screen_time_hours_normalized,mood_score_normalized,physical_activity_minutes_normalized,sleep_hours_7d_avg,stress_level_7d_avg,academic_pressure_7d_avg,social_interaction_hours_7d_avg,screen_time_hours_7d_avg,mood_score_7d_avg,physical_activity_minutes_7d_avg,sleep_hours_change,stress_level_change,academic_pressure_change,social_interaction_hours_change,screen_time_hours_change,mood_score_change,physical_activity_minutes_change,sleep_hours_trend,stress_level_trend,academic_pressure_trend,social_interaction_hours_trend,screen_time_hours_trend,mood_score_trend,physical_activity_minutes_trend,behavioral_change_score
2026-01-11,6.036582307187538,6.976933159990821,6.222791211016828,0.801555109539503,3.208805824080961,3.550636659545357,31.069700958659578,0.41513684547644036,0.7078104123126662,0.7124435325332273,0.11487880925801772,0.014960694625173965,0.06294760899508389,0.1990343000588963,6.712575025403761,4.7737247143495,6.408057286636468,1.9954356621480722,5.81125481437254,5.616827693866491,34.52225864531892,-1.986447549220487,3.592355017902622,3.1152044591781696,-1.3052503145431753,-0.26786226289293324,-2.4138707347766504,-18.579747346204126,Decreasing,Increasing,Increasing,Decreasing,Decreasing,Decreasing,Decreasing,0.41111172679326247
2026-01-12,6.0342702464297435,5.842736562379941,8.576073132931938,1.995225612681569,6.123413354650849,7.074169207484904,57.12797588646944,0.4144748367858102,0.5590417898322767,0.9936413438438141,0.34188072478802295,0.4413041575933743,0.5748949787640887,0.4417720064788795,6.679492685568486,4.587674248374294,6.615346070656973,1.9905435759252377,5.67797918377402,5.757974016850425,37.60757744431698,-0.2315763788469205,-1.302353261826437,1.4510214881435424,-0.034244603559841824,-0.9329294141896369,0.988024260887542,21.59723159298646,Decreasing,Decreasing,Increasing,Stable,Decreasing,Increasing,Increasing,0.1722870565151641
2026-01-13,6.741962271566035,5.268703435223519,5.428347921780097,2.0887425801678767,4.087853315293011,7.817191158014808,44.28187488260408,0.6171071721820096,0.48374786127962766,0.6175141013998968,0.3596649715278643,0.14354615513263885,0.6828514480400314,0.3221081721400266,6.747506861070661,4.903444353397946,6.217612908462465,2.182680792771869,4.841555353607598,6.293101730288646,36.17927244442588,0.47609922851521524,2.2103907351655634,-2.7841321353615482,1.344960517926419,-5.85496681116495,3.7458939940675435,-9.998134999237763,Increasing,Increasing,Decreasing,Increasing,Decreasing,Increasing,Decreasing,0.4613222019662263
2026-01-14,4.586719755342202,4.8977926088214225,8.629287311628012,1.5372672769340574,6.852466375143327,3.858635363296579,15.085224425760238,0.0,0.4350967783693668,1.0,0.25479017578478114,0.5479487010470219,0.1076979055035997,0.05013591048134278,6.248579281047063,4.7577394132282205,6.685228273432279,1.9943840705513785,5.218045605090251,5.525542636146797,31.2679112921815,-3.49249306016519,-1.019934581188088,3.27330755478868,-1.318077055543434,2.635431760378566,-5.3729136589929345,-34.37952806571066,Decreasing,Decreasing,Increasing,Decreasing,Increasing,Decreasing,Decreasing,0.5908998332233025
2026-01-15,4.775082167486968,2.5429560192651453,0.26050979182051126,2.306457146000789,4.345036378379154,7.426752258488643,43.46361851702364,0.05393351079009934,0.12622105406138792,0.0,0.4010680415985106,0.18116642358486362,0.6261231037013901,0.31448596100000314,5.892528915094786,4.895210308517463,5.650005987151773,1.921982759034939,5.127241646756557,5.665412124241807,31.970796545061656,-2.4923525616659408,0.9622962670246964,-7.246556003963537,-0.5068091806150781,-0.6356277083358561,0.9790864166650683,4.920196770161098,Decreasing,Increasing,Decreasing,Decreasing,Decreasing,Increasing,Increasing,0.3474183000401375
2026-01-16,5.937712470759028,4.0603115832105825,7.143805008750448,2.984861028177446,8.789881929031571,6.325561853872997,47.706347594576734,0.38682760198610855,0.32524730536263047,0.8224970971731922,0.5300810149037283,0.8313503075376427,0.4661269851505594,0.35400777616619095,5.879269894622497,5.0690222629470965,5.781510695531084,1.9903720276358665,5.50017157130996,6.123721959710136,35.491113967339494,-0.09281314330601997,1.2166836810074435,0.9205329586551798,0.4787248802064932,2.610509471873817,3.208168848278294,24.642221955944834,Stable,Increasing,Increasing,Increasing,Increasing,Increasing,Increasing,0.2831908580044601
2026-01-17,5.487168879665576,4.578722458080425,5.674094136476342,4.763423081452636,4.590144073794773,7.14412031998898,22.32285127597734,0.2578241699586328,0.39324545656119325,0.6468787504319214,0.8683125385274599,0.21702032932263454,0.5850584404525068,0.11755575874115404,5.657071156919584,4.881165118138837,5.990701216343454,2.3539331192791257,5.428228750053378,6.171009545813182,37.29394193443873,-1.5553911639203886,-1.315000013657822,1.4643336456865912,2.5449276415028126,-0.5035997487960682,0.3310131027213208,12.61979576969463,Decreasing,Decreasing,Increasing,Increasing,Decreasing,Increasing,Increasing,0.3179467969999588
2026-01-18,6.814247332595274,7.614244452437831,4.901985299068265,2.709493375398207,5.420289270829784,9.293585965307894,43.07450211891056,0.6378044390867634,0.7914043176975477,0.5546181023766201,0.477713980205838,0.33845245160948073,0.8973624332660093,0.31086126894843635,5.768166160549261,4.972209588488409,5.802014657493659,2.626495728687512,5.744154956731781,6.99143087520783,39.00891352876029,0.7776650254077362,0.6373112924470101,-1.320805911948563,1.9079382658587039,2.2114834467488227,5.742949305762537,12.004801160250981,Increasing,Increasing,Decreasing,Increasing,Increasing,Increasing,Increasing,0.40703672380555567
2026-01-19,5.591975924478789,6.187236579136923,5.683521553071005,2.809060468867317,7.464330991265406,5.009223767994259,41.16417436892,0.28783340491134446,0.6042286587096513,0.648005249083887,0.4966487874928981,0.6374511388775415,0.27487124630788584,0.29306620853757714,5.704981257413411,5.02142387659655,5.3887930032278115,2.7427578509997614,5.93571461910529,6.69643866956631,36.728370454824656,-0.4422943219509543,0.3445000167569816,-2.8925515798609336,0.813834856185748,1.3409176366145568,-2.0649454394906455,-15.963801517549442,Decreasing,Increasing,Decreasing,Increasing,Increasing,Decreasing,Decreasing,0.25378886998557093
2026-01-20,5.087696298664708,1.973919689274532,1.5248621707982144,2.410664901080599,3.7844442304188806,3.992527671285021,17.140594043387537,0.14344381926955396,0.05158253801194798,0.1510796978394027,0.42088536970868096,0.09916402869383262,0.1271516253073427,0.06928206302637238,5.4686575469989345,4.550740484318124,4.831152181658972,2.788746753987293,5.89237046412327,6.150058171462054,32.85104462065086,-1.6542659729013263,-3.294783745948987,-3.9034857509818828,0.32192232091272244,-0.30340908487413065,-3.824663486729787,-27.14128083921654,Decreasing,Decreasing,Decreasing,Increasing,Decreasing,Decreasing,Decreasing,0.40922379245364565
2026-01-21,7.965648768921554,6.14816793878959,5.060656224324976,0.1974745416411503,6.409427882287433,3.7209711407489534,47.155747206965664,0.9674833866153865,0.5991041610529863,0.5735779713516482,0.0,0.48314183998897026,0.08769614996830188,0.3488788305390179,5.951361691795985,4.729365531456432,4.32134774061568,2.597347791802592,5.829079250858143,6.130391853955251,37.43254787510879,3.378929013579352,1.2503753299681675,-3.568631087303036,-1.339792735292907,-0.4430384928558935,-0.13766422254762567,32.070522781205426,Increasing,Increasing,Decreasing,Decreasing,Decreasing,Decreasing,Increasing,0.4087952258296759
2026-01-22,6.274223699513464,4.729835439167367,6.2142251430234925,2.4681833494609395,8.35285695770837,3.8683794300691234,51.215690527364686,0.48318032852195447,0.4130664206538066,0.7114199579462508,0.43182372993981843,0.7674230934193562,0.10911365781670801,0.3866979621783516,6.165524767799771,5.04177687715675,5.171878505073249,2.620451535154042,6.401625047905175,5.6220528784667465,38.53998673372893,1.4991415320264965,2.1868794199022217,5.953715351202981,0.16172620346015032,4.007820579329216,-3.55837282841952,7.752072010341045,Increasing,Increasing,Increasing,Increasing,Increasing,Decreasing,Increasing,0.4431793247413399
2026-01-23,6.567528204687924,4.146155999388083,8.455788089483033,2.5722762519292317,3.1065301777897902,5.345796581171792,61.66102486350554,0.5671617424064497,0.33650721882848045,0.979268271652062,0.45161921637529756,0.0,0.32377318324124915,0.48399820582720576,6.255498444075327,5.054040365182106,5.359304659463618,2.5615108528328685,5.5897176548706335,5.482086410938003,40.53351205786162,0.6298157339288961,0.08584441617750027,1.3119830807325847,-0.41258477624821444,-5.683351751241781,-0.9797652727012052,13.954677268928805,Increasing,Stable,Increasing,Decreasing,Decreasing,Decreasing,Increasing,0.2757442911378102
2026-01-24,5.075251813786544,6.7233525776817356,4.463459563452705,5.455890534982343,6.332340945358148,6.182303949633288,61.07604104069806,0.13988060964714855,0.6745491293945522,0.5022178880588608,1.0,0.47186570373551834,0.4453125024471071,0.47854897206808467,6.196653148949751,5.360416096553722,5.186356863317385,2.660434774765684,5.83860292223683,5.344684072315762,46.0696820242503,-0.41191706587903276,2.1446301196013104,-1.2106345730236372,0.6924674535297068,1.7421968715633742,-0.9618163703556926,38.753189764720716,Decreasing,Increasing,Decreasing,Increasing,Increasing,Decreasing,Increasing,0.2941277529989157
2026-01-25,5.955617275474817,7.561999044991902,3.8830127942136246,2.2691668422626528,6.467789029647163,6.053381598660038,12.446612640858177,0.39195425632939385,0.7845514693350769,0.43285927888741843,0.39397649467918017,0.4916788019665849,0.4265808864943078,0.025556748024340645,6.073991712218257,5.35295246691859,5.0407893626238645,2.5975309843177476,5.988245744925028,4.881797734223211,41.694269241671385,-0.8586300571204566,-0.05224540744592954,-1.0189725048546405,-0.44032653313555414,1.047499758817379,-3.2402043666478564,-30.62788947805238,Decreasing,Stable,Decreasing,Decreasing,Increasing,Decreasing,Decreasing,0.26624671137947314
2026-01-26,6.610922589709866,7.362560238232398,4.496485912830927,2.861856810800335,7.407281169199159,7.154366498072047,21.243499201697546,0.5795867878609107,0.7583917747871981,0.5061642648504595,0.5066891384274522,0.6291059951673392,0.5865471464168885,0.10750139222394772,6.219555521536982,5.520855846789373,4.871212842589567,2.6050733188796076,5.980095770344135,5.188246695662896,38.84845850349675,1.018946665231077,1.1753236590954748,-1.1870356402400777,0.05279634193301774,-0.0570498220662472,2.1451427300777883,-19.920675167222456,Increasing,Increasing,Decreasing,Stable,Stable,Increasing,Decreasing,0.20056699289635457
2026-01-27,5.349006422577697,3.8215649535547227,7.330804235404148,2.458345876353708,3.7734887204194525,5.526003783755814,50.300705344173195,0.21826433269975953,0.29393174041511205,0.8448419648926535,0.42995292452623207,0.09756147671290588,0.3499561692421218,0.3781747040044523,6.256885539238838,5.784805170257971,5.700633137533273,2.611884886775766,5.9785306974870736,5.407314711730151,43.58561726075184,0.26131012391298913,1.8476452642801906,5.805942064605934,0.04768097527310866,-0.01095550999942807,1.5334761124707934,33.16011130078566,Increasing,Increasing,Increasing,Stable,Stable,Increasing,Increasing,0.29324876967131136
2026-01-28,6.8756980183456715,4.881575248297571,6.157502219319369,1.0975863548565616,3.6231780964483025,8.407068154314633,50.275719018244175,0.6553995164975948,0.43296960360047454,0.7046420356547488,0.17117546697622169,0.0755743133392352,0.7685569077269381,0.3779419517035162,6.10117828915657,5.60386335733054,5.857325422532472,2.740472288663682,5.58049501379577,6.076757142239534,44.03132751950591,-1.0899507505758823,-1.2665926904920193,1.0968459949943927,0.9001118132154113,-2.786249785839131,4.686097013565679,3.1199718112785106,Decreasing,Decreasing,Increasing,Increasing,Decreasing,Increasing,Increasing,0.33777568266156793
2026-01-29,5.899361310081195,6.162526862807128,4.440479592465922,3.8713873774180243,6.939494818110416,4.970686333524088,50.30095372612096,0.3758465749612421,0.6009875711697943,0.49947197075703337,0.6986729160319766,0.5606790626350413,0.2692719967064634,0.37817701772876766,6.047626519237674,5.808533560707649,5.603933201024247,2.9409300069432653,5.378586136710347,6.234229557018814,43.90065083361395,-0.3748623894322689,1.4326914236397608,-1.77374555055757,1.4032040279570848,-1.4133621395979548,1.1023069034549646,-0.9147368012437269,Decreasing,Increasing,Decreasing,Increasing,Decreasing,Increasing,Decreasing,0.2255086049259487
2026-01-30,6.208306250206723,7.451090254244718,6.526534866226712,3.402319639224129,6.534572411819735,10.0,117.05462981309442,0.46430628978481736,0.7700039490416992,0.7487383981203425,0.6094696771121417,0.5014477530605306,1.0,1.0,5.996309097168931,6.280667025687167,5.328325597701915,3.059507633699679,5.868306455857481,6.899115759708558,51.81402296926951,-0.35922195448120053,3.3049342548566356,-1.9292532232563202,0.8300433872948974,3.4280422340299443,4.654203418828208,55.393604949588884,Decreasing,Increasing,Decreasing,Increasing,Increasing,Increasing,Increasing,0.515817593382377
